timestamp,user_id,hr,hrv,body_temp,env_temp,humidity,pressure,oxygen,uv_index,aqi,accel_mag,fall_duration,label
2026-05-25 04:30:16.012854,User_NORMAL_WALKING_001,67.1,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,1.04,0,0
2026-05-25 04:30:21.012854,User_NORMAL_WALKING_001,66.1,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,0.82,0,0
2026-05-25 04:30:26.012854,User_NORMAL_WALKING_001,66.0,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,1.02,0,0
2026-05-25 04:30:31.012854,User_NORMAL_WALKING_001,67.5,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,1.04,0,0
2026-05-25 04:30:36.012854,User_NORMAL_WALKING_001,67.4,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,1.09,0,0
2026-05-25 04:30:41.012854,User_NORMAL_WALKING_001,68.1,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,1.08,0,0
2026-05-25 04:30:46.012854,User_NORMAL_WALKING_001,69.4,59.3,36.68,25.7,52.3,1003.6,20.9,1.1,29,0.8,0,0
2026-05-25 04:30:51.012854,User_NORMAL_WALKING_001,70.5,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,0.86,0,0
2026-05-25 04:30:56.012854,User_NORMAL_WALKING_001,71.6,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,0.9,0,0
2026-05-25 04:31:01.012854,User_NORMAL_WALKING_001,73.3,59.3,36.71,25.7,52.3,1003.6,20.9,1.1,29,0.87,0,0
2026-05-25 04:31:06.012854,User_NORMAL_WALKING_001,73.6,59.3,36.7,25.7,52.3,1003.6,20.9,1.1,29,1.17,0,0
2026-05-25 04:31:11.012854,User_NORMAL_WALKING_001,72.0,59.3,36.7,25.7,52.3,1003.6,20.9,1.1,29,0.89,0,0
2026-05-25 04:31:16.012854,User_NORMAL_WALKING_001,72.9,59.3,36.7,25.7,52.3,1003.6,20.9,1.1,29,1.18,0,0
2026-05-25 04:31:21.012854,User_NORMAL_WALKING_001,72.1,59.3,36.71,25.7,52.3,1003.6,20.9,1.1,29,0.95,0,0
2026-05-25 04:31:26.012854,User_NORMAL_WALKING_001,73.5,59.3,36.71,25.7,52.3,1003.6,20.9,1.1,29,0.93,0,0
2026-05-25 04:31:31.012854,User_NORMAL_WALKING_001,73.1,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,0.85,0,0
2026-05-25 04:31:36.012854,User_NORMAL_WALKING_001,74.9,59.3,36.7,25.7,52.3,1003.6,20.9,1.1,29,1.18,0,0
2026-05-25 04:31:41.012854,User_NORMAL_WALKING_001,74.2,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,1.17,0,0
2026-05-25 04:31:46.012854,User_NORMAL_WALKING_001,74.7,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,1.18,0,0
2026-05-25 04:31:51.012854,User_NORMAL_WALKING_001,76.0,59.3,36.7,25.7,52.3,1003.6,20.9,1.1,29,0.88,0,0
2026-05-25 04:31:56.012854,User_NORMAL_WALKING_001,75.6,59.3,36.68,25.7,52.3,1003.6,20.9,1.1,29,1.14,0,0
2026-05-25 04:32:01.012854,User_NORMAL_WALKING_001,76.9,59.3,36.7,25.7,52.3,1003.6,20.9,1.1,29,0.97,0,0
2026-05-25 04:32:06.012854,User_NORMAL_WALKING_001,78.3,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,0.83,0,0
2026-05-25 04:32:11.012854,User_NORMAL_WALKING_001,76.4,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,1.18,0,0
2026-05-25 04:32:16.012854,User_NORMAL_WALKING_001,76.0,59.3,36.67,25.7,52.3,1003.6,20.9,1.1,29,0.8,0,0
2026-05-25 04:32:21.012854,User_NORMAL_WALKING_001,77.4,59.3,36.66,25.7,52.3,1003.6,20.9,1.1,29,0.81,0,0
2026-05-25 04:32:26.012854,User_NORMAL_WALKING_001,77.8,59.3,36.68,25.7,52.3,1003.6,20.9,1.1,29,0.96,0,0
2026-05-25 04:32:31.012854,User_NORMAL_WALKING_001,78.0,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,0.98,0,0
2026-05-25 04:32:36.012854,User_NORMAL_WALKING_001,79.9,59.3,36.69,25.7,52.3,1003.6,20.9,1.1,29,1.05,0,0
2026-05-25 04:32:41.012854,User_NORMAL_WALKING_001,78.5,59.3,36.68,25.7,52.3,1003.6,20.9,1.1,29,0.82,0,0
2026-05-25 04:32:46.012854,User_NORMAL_WALKING_001,80.0,59.3,36.67,25.7,52.3,1003.6,20.9,1.1,29,1.04,0,0
2026-05-25 04:32:51.012854,User_NORMAL_WALKING_001,78.3,59.3,36.66,25.7,52.3,1003.6,20.9,1.1,29,0.89,0,0
2026-05-25 04:32:56.012854,User_NORMAL_WALKING_001,78.1,59.3,36.66,25.7,52.3,1003.6,20.9,1.1,29,1.01,0,0
2026-05-25 04:33:01.012854,User_NORMAL_WALKING_001,77.8,59.3,36.65,25.7,52.3,1003.6,20.9,1.1,29,1.03,0,0
2026-05-25 04:33:06.012854,User_NORMAL_WALKING_001,76.7,59.3,36.66,25.7,52.3,1003.6,20.9,1.1,29,1.06,0,0
2026-05-25 04:33:11.012854,User_NORMAL_WALKING_001,77.5,59.3,36.67,25.7,52.3,1003.6,20.9,1.1,29,0.86,0,0
