timestamp,user_id,hr,hrv,body_temp,env_temp,humidity,pressure,oxygen,uv_index,aqi,accel_mag,fall_duration,label
2026-05-25 04:18:54.026768,User_NORMAL_001,74.8,60.6,36.6,24.1,55.0,1013.0,20.9,2.0,35,1.07,0,0
2026-05-25 04:18:59.026768,User_NORMAL_001,75.6,60.7,36.6,24.1,55.0,1013.0,20.9,2.0,35,0.99,0,0
2026-05-25 04:19:04.026768,User_NORMAL_001,75.7,60.8,36.6,24.1,55.0,1013.0,20.9,2.0,35,1.09,0,0
2026-05-25 04:19:09.026768,User_NORMAL_001,75.8,60.6,36.62,24.0,55.0,1013.0,20.9,2.0,35,0.99,0,0
2026-05-25 04:19:14.026768,User_NORMAL_001,76.2,60.4,36.63,24.1,55.0,1013.0,20.9,2.0,35,1.08,0,0
2026-05-25 04:19:19.026768,User_NORMAL_001,76.6,60.6,36.61,24.2,55.0,1013.0,20.9,2.0,35,0.94,0,0
2026-05-25 04:19:24.026768,User_NORMAL_001,76.6,60.7,36.59,24.3,55.0,1013.0,20.9,2.0,35,0.9,0,0
2026-05-25 04:19:29.026768,User_NORMAL_001,77.5,60.7,36.59,24.2,55.0,1013.0,20.9,2.0,35,0.94,0,0
2026-05-25 04:19:34.026768,User_NORMAL_001,77.2,61.1,36.6,24.3,55.0,1013.0,20.9,2.0,35,0.96,0,0
2026-05-25 04:19:39.026768,User_NORMAL_001,77.7,61.0,36.61,24.3,55.0,1013.0,20.9,2.0,35,0.96,0,0
2026-05-25 04:19:44.026768,User_NORMAL_001,77.8,61.4,36.61,24.3,55.0,1013.0,20.9,2.0,35,1.05,0,0
2026-05-25 04:19:49.026768,User_NORMAL_001,78.4,61.7,36.61,24.2,55.0,1013.0,20.9,2.0,35,1.01,0,0
2026-05-25 04:19:54.026768,User_NORMAL_001,78.6,61.3,36.61,24.3,55.0,1013.0,20.9,2.0,35,0.98,0,0
2026-05-25 04:19:59.026768,User_NORMAL_001,79.0,60.9,36.61,24.3,55.0,1013.0,20.9,2.0,35,0.97,0,0
2026-05-25 04:20:04.026768,User_NORMAL_001,78.3,61.2,36.6,24.3,55.0,1013.0,20.9,2.0,35,1.0,0,0
2026-05-25 04:20:09.026768,User_NORMAL_001,77.5,61.5,36.59,24.3,55.0,1013.0,20.9,2.0,35,0.97,0,0
2026-05-25 04:20:14.026768,User_NORMAL_001,77.6,61.7,36.58,24.2,55.0,1013.0,20.9,2.0,35,0.99,0,0
2026-05-25 04:20:19.026768,User_NORMAL_001,78.5,61.8,36.57,24.2,55.0,1013.0,20.9,2.0,35,0.95,0,0
2026-05-25 04:20:24.026768,User_NORMAL_001,78.0,61.9,36.55,24.3,55.0,1013.0,20.9,2.0,35,0.95,0,0
2026-05-25 04:20:29.026768,User_NORMAL_001,77.7,61.7,36.56,24.3,55.0,1013.0,20.9,2.0,35,1.0,0,0
2026-05-25 04:20:34.026768,User_NORMAL_001,78.1,61.7,36.57,24.3,55.0,1013.0,20.9,2.0,35,0.93,0,0
2026-05-25 04:20:39.026768,User_NORMAL_001,78.0,61.9,36.56,24.4,55.0,1013.0,20.9,2.0,35,1.08,0,0
2026-05-25 04:20:44.026768,User_NORMAL_001,78.3,61.6,36.55,24.3,55.0,1013.0,20.9,2.0,35,0.95,0,0
2026-05-25 04:20:49.026768,User_NORMAL_001,77.6,62.0,36.54,24.4,55.0,1013.0,20.9,2.0,35,0.91,0,0
2026-05-25 04:20:54.026768,User_NORMAL_001,77.3,62.1,36.55,24.3,55.0,1013.0,20.9,2.0,35,0.95,0,0
2026-05-25 04:20:59.026768,User_NORMAL_001,77.3,61.8,36.53,24.3,55.0,1013.0,20.9,2.0,35,1.05,0,0
2026-05-25 04:21:04.026768,User_NORMAL_001,77.3,61.8,36.53,24.3,55.0,1013.0,20.9,2.0,35,0.91,0,0
2026-05-25 04:21:09.026768,User_NORMAL_001,76.8,61.7,36.53,24.2,55.0,1013.0,20.9,2.0,35,1.01,0,0
2026-05-25 04:21:14.026768,User_NORMAL_001,77.3,61.5,36.54,24.3,55.0,1013.0,20.9,2.0,35,0.95,0,0
2026-05-25 04:21:19.026768,User_NORMAL_001,77.0,61.9,36.54,24.4,55.0,1013.0,20.9,2.0,35,1.05,0,0
2026-05-25 04:21:24.026768,User_NORMAL_001,76.8,61.8,36.52,24.4,55.0,1013.0,20.9,2.0,35,1.09,0,0
2026-05-25 04:21:29.026768,User_NORMAL_001,76.3,61.3,36.53,24.4,55.0,1013.0,20.9,2.0,35,0.97,0,0
2026-05-25 04:21:34.026768,User_NORMAL_001,76.1,61.7,36.52,24.4,55.0,1013.0,20.9,2.0,35,0.91,0,0
2026-05-25 04:21:39.026768,User_NORMAL_001,76.9,62.2,36.54,24.4,55.0,1013.0,20.9,2.0,35,0.91,0,0
2026-05-25 04:21:44.026768,User_NORMAL_001,77.4,61.7,36.55,24.5,55.0,1013.0,20.9,2.0,35,1.0,0,0
2026-05-25 04:21:49.026768,User_NORMAL_001,77.5,61.2,36.57,24.5,55.0,1013.0,20.9,2.0,35,0.95,0,0
2026-05-25 04:21:54.026768,User_NORMAL_001,77.4,60.8,36.55,24.4,55.0,1013.0,20.9,2.0,35,0.98,0,0
2026-05-25 04:21:59.026768,User_NORMAL_001,78.0,60.8,36.56,24.3,55.0,1013.0,20.9,2.0,35,1.03,0,0
2026-05-25 04:22:04.026768,User_NORMAL_001,77.9,60.6,36.56,24.4,55.0,1013.0,20.9,2.0,35,0.93,0,0
2026-05-25 04:22:09.026768,User_NORMAL_001,78.3,60.2,36.55,24.4,55.0,1013.0,20.9,2.0,35,0.96,0,0
2026-05-25 04:22:14.026768,User_NORMAL_001,77.9,60.3,36.54,24.5,55.0,1013.0,20.9,2.0,35,1.06,0,0
2026-05-25 04:22:19.026768,User_NORMAL_001,78.0,59.9,36.56,24.5,55.0,1013.0,20.9,2.0,35,0.94,0,0
2026-05-25 04:22:24.026768,User_NORMAL_001,77.8,59.7,36.55,24.6,55.0,1013.0,20.9,2.0,35,1.02,0,0
2026-05-25 04:22:29.026768,User_NORMAL_001,78.8,59.5,36.54,24.6,55.0,1013.0,20.9,2.0,35,0.91,0,0
2026-05-25 04:22:34.026768,User_NORMAL_001,79.2,59.3,36.54,24.6,55.0,1013.0,20.9,2.0,35,1.03,0,0
2026-05-25 04:22:39.026768,User_NORMAL_001,79.0,59.2,36.54,24.6,55.0,1013.0,20.9,2.0,35,0.96,0,0
2026-05-25 04:22:44.026768,User_NORMAL_001,78.6,59.6,36.54,24.7,55.0,1013.0,20.9,2.0,35,1.0,0,0
2026-05-25 04:22:49.026768,User_NORMAL_001,79.0,59.9,36.53,24.6,55.0,1013.0,20.9,2.0,35,1.05,0,0
2026-05-25 04:22:54.026768,User_NORMAL_001,78.1,60.0,36.55,24.7,55.0,1013.0,20.9,2.0,35,1.09,0,0
2026-05-25 04:22:59.026768,User_NORMAL_001,78.4,59.9,36.53,24.7,55.0,1013.0,20.9,2.0,35,0.99,0,0
2026-05-25 04:23:04.026768,User_NORMAL_001,77.7,60.3,36.52,24.7,55.0,1013.0,20.9,2.0,35,0.97,0,0
2026-05-25 04:23:09.026768,User_NORMAL_001,78.5,60.4,36.54,24.6,55.0,1013.0,20.9,2.0,35,1.08,0,0
2026-05-25 04:23:14.026768,User_NORMAL_001,78.5,60.7,36.53,24.7,55.0,1013.0,20.9,2.0,35,1.02,0,0
2026-05-25 04:23:19.026768,User_NORMAL_001,78.7,60.2,36.54,24.7,55.0,1013.0,20.9,2.0,35,0.95,0,0
2026-05-25 04:23:24.026768,User_NORMAL_001,77.9,60.2,36.55,24.7,55.0,1013.0,20.9,2.0,35,1.0,0,0
2026-05-25 04:23:29.026768,User_NORMAL_001,77.2,60.3,36.54,24.7,55.0,1013.0,20.9,2.0,35,1.04,0,0
2026-05-25 04:23:34.026768,User_NORMAL_001,77.7,60.0,36.54,24.7,55.0,1013.0,20.9,2.0,35,1.06,0,0
2026-05-25 04:23:39.026768,User_NORMAL_001,78.6,59.6,36.54,24.6,55.0,1013.0,20.9,2.0,35,0.9,0,0
2026-05-25 04:23:44.026768,User_NORMAL_001,79.2,59.8,36.53,24.7,55.0,1013.0,20.9,2.0,35,0.94,0,0
2026-05-25 04:23:49.026768,User_NORMAL_001,79.0,59.9,36.51,24.7,55.0,1013.0,20.9,2.0,35,0.97,0,0
2026-05-25 04:23:54.026768,User_NORMAL_001,79.9,59.5,36.5,24.7,55.0,1013.0,20.9,2.0,35,0.99,0,0
2026-05-25 04:23:59.026768,User_NORMAL_001,79.0,59.6,36.49,24.7,55.0,1013.0,20.9,2.0,35,1.07,0,0
2026-05-25 04:24:04.026768,User_NORMAL_001,78.5,59.5,36.49,24.6,55.0,1013.0,20.9,2.0,35,0.93,0,0
2026-05-25 04:24:09.026768,User_NORMAL_001,77.9,59.6,36.47,24.7,55.0,1013.0,20.9,2.0,35,1.02,0,0
2026-05-25 04:24:14.026768,User_NORMAL_001,78.0,59.8,36.46,24.7,55.0,1013.0,20.9,2.0,35,1.07,0,0
2026-05-25 04:24:19.026768,User_NORMAL_001,77.6,60.2,36.46,24.7,55.0,1013.0,20.9,2.0,35,0.98,0,0
2026-05-25 04:24:24.026768,User_NORMAL_001,76.7,59.9,36.46,24.7,55.0,1013.0,20.9,2.0,35,1.08,0,0
2026-05-25 04:24:29.026768,User_NORMAL_001,77.5,60.1,36.46,24.6,55.0,1013.0,20.9,2.0,35,1.08,0,0
2026-05-25 04:24:34.026768,User_NORMAL_001,78.2,60.1,36.44,24.6,55.0,1013.0,20.9,2.0,35,0.98,0,0
2026-05-25 04:24:39.026768,User_NORMAL_001,78.0,60.0,36.46,24.5,55.0,1013.0,20.9,2.0,35,0.91,0,0
2026-05-25 04:24:44.026768,User_NORMAL_001,77.0,60.1,36.48,24.5,55.0,1013.0,20.9,2.0,35,1.03,0,0
2026-05-25 04:24:49.026768,User_NORMAL_001,76.7,60.2,36.49,24.5,55.0,1013.0,20.9,2.0,35,1.02,0,0
2026-05-25 04:24:54.026768,User_NORMAL_001,77.2,60.2,36.48,24.6,55.0,1013.0,20.9,2.0,35,0.9,0,0
2026-05-25 04:24:59.026768,User_NORMAL_001,77.2,60.0,36.46,24.6,55.0,1013.0,20.9,2.0,35,1.07,0,0
2026-05-25 04:25:04.026768,User_NORMAL_001,78.0,59.8,36.45,24.6,55.0,1013.0,20.9,2.0,35,0.97,0,0
2026-05-25 04:25:09.026768,User_NORMAL_001,78.0,59.7,36.45,24.7,55.0,1013.0,20.9,2.0,35,0.99,0,0
2026-05-25 04:25:14.026768,User_NORMAL_001,78.6,59.4,36.44,24.6,55.0,1013.0,20.9,2.0,35,0.93,0,0
2026-05-25 04:25:19.026768,User_NORMAL_001,79.4,59.8,36.44,24.5,55.0,1013.0,20.9,2.0,35,1.0,0,0
2026-05-25 04:25:24.026768,User_NORMAL_001,80.1,60.0,36.46,24.5,55.0,1013.0,20.9,2.0,35,1.01,0,0
2026-05-25 04:25:29.026768,User_NORMAL_001,79.7,60.0,36.45,24.6,55.0,1013.0,20.9,2.0,35,0.94,0,0
2026-05-25 04:25:34.026768,User_NORMAL_001,80.6,59.5,36.44,24.6,55.0,1013.0,20.9,2.0,35,1.03,0,0
