timestamp,user_id,hr,hrv,body_temp,accel_mag,fall_duration,env_temp,humidity,pressure,oxygen,uv_index,aqi,is_anomaly
2026-05-19 15:54:39.235910,User_01_Athlete,60.3,69.8,36.5,1.02,0.0,24.1,55.0,1013.1,20.9,2.0,34.0,0
2026-05-19 15:54:44.235910,User_01_Athlete,60.4,69.2,36.5,1.1,0.0,24.1,54.9,1013.1,20.9,2.0,33.0,0
2026-05-19 15:54:49.235910,User_01_Athlete,60.4,69.4,36.5,0.84,0.0,24.1,54.6,1013.0,20.9,2.0,33.0,0
2026-05-19 15:54:54.235910,User_01_Athlete,59.9,69.0,36.5,1.05,0.0,24.1,54.9,1012.9,20.9,2.0,32.0,0
2026-05-19 15:54:59.235910,User_01_Athlete,60.0,69.0,36.5,1.04,0.0,24.1,55.1,1013.0,20.9,2.0,31.0,0
2026-05-19 15:55:04.235910,User_01_Athlete,59.6,69.0,36.52,0.95,0.0,24.1,55.2,1012.8,20.9,2.0,30.0,0
2026-05-19 15:55:09.235910,User_01_Athlete,60.0,69.1,36.52,0.96,0.0,24.2,55.1,1012.8,20.9,2.0,29.0,0
2026-05-19 15:55:14.235910,User_01_Athlete,59.5,69.3,36.52,0.97,0.0,24.2,55.2,1012.8,20.9,2.0,29.0,0
2026-05-19 15:55:19.235910,User_01_Athlete,59.7,69.4,36.54,0.99,0.0,24.1,55.0,1012.8,20.89,2.0,28.0,0
2026-05-19 15:55:24.235910,User_01_Athlete,59.4,69.1,36.53,1.01,0.0,24.1,54.8,1012.8,20.9,2.0,28.0,0
2026-05-19 15:55:29.235910,User_01_Athlete,59.0,68.9,36.54,1.02,0.0,24.0,54.7,1012.8,20.9,2.0,28.0,0
2026-05-19 15:55:34.235910,User_01_Athlete,59.7,68.5,36.54,0.98,0.0,24.0,54.6,1012.9,20.9,2.0,27.0,0
2026-05-19 15:55:39.235910,User_01_Athlete,60.4,68.7,36.55,0.86,0.0,24.1,54.8,1012.9,20.9,2.0,27.0,0
2026-05-19 15:55:44.235910,User_01_Athlete,60.4,69.0,36.53,0.98,0.0,24.0,54.8,1012.9,20.89,2.0,27.0,0
